"Station","date-","Daily Rainfall (mm)"
"Haifa University Man 10/1975-04/2023","01/11/2020","1.3"
"Haifa University 09/2004-04/2023","03/11/2020","10.8"
"Haifa University Man 10/1975-04/2023","03/11/2020","11.5"
"Haifa University 09/2004-04/2023","04/11/2020","34.4"
"Haifa University Man 10/1975-04/2023","04/11/2020","34.5"
"Haifa University 09/2004-04/2023","05/11/2020","1.8"
"Haifa University Man 10/1975-04/2023","05/11/2020","2.1"
"Haifa University 09/2004-04/2023","10/11/2020","0.2"
"Haifa University Man 10/1975-04/2023","10/11/2020","0.2"
"Haifa University 09/2004-04/2023","14/11/2020","3.9"
"Haifa University Man 10/1975-04/2023","14/11/2020","4.1"
"Haifa University 09/2004-04/2023","15/11/2020","5.0"
"Haifa University Man 10/1975-04/2023","15/11/2020","5.5"
"Haifa University 09/2004-04/2023","19/11/2020","11.9"
"Haifa University Man 10/1975-04/2023","19/11/2020","14.0"
"Haifa University 09/2004-04/2023","20/11/2020","76.6"
"Haifa University Man 10/1975-04/2023","20/11/2020","85.0"
"Haifa University 09/2004-04/2023","21/11/2020","5.3"
"Haifa University Man 10/1975-04/2023","21/11/2020","5.6"
"Haifa University 09/2004-04/2023","22/11/2020","0.2"
"Haifa University Man 10/1975-04/2023","22/11/2020","0.1"
"Haifa University 09/2004-04/2023","25/11/2020","28.0"
"Haifa University Man 10/1975-04/2023","25/11/2020","28.0"
"Haifa University 09/2004-04/2023","26/11/2020","21.0"
"Haifa University Man 10/1975-04/2023","26/11/2020","21.0"
"Haifa University 09/2004-04/2023","04/12/2020","0.3"
"Haifa University Man 10/1975-04/2023","04/12/2020","0.4"
"Haifa University 09/2004-04/2023","05/12/2020","0.7"
"Haifa University Man 10/1975-04/2023","05/12/2020","0.9"
"Haifa University 09/2004-04/2023","06/12/2020","0.4"
"Haifa University Man 10/1975-04/2023","06/12/2020","0.6"
"Haifa University 09/2004-04/2023","08/12/2020","3.4"
"Haifa University Man 10/1975-04/2023","08/12/2020","3.2"
"Haifa University 09/2004-04/2023","14/12/2020","2.7"
"Haifa University Man 10/1975-04/2023","14/12/2020","3.0"
"Haifa University 09/2004-04/2023","15/12/2020","24.3"
"Haifa University Man 10/1975-04/2023","15/12/2020","27.0"
"Haifa University 09/2004-04/2023","16/12/2020","49.2"
"Haifa University Man 10/1975-04/2023","16/12/2020","51.0"
"Haifa University 09/2004-04/2023","17/12/2020","14.7"
"Haifa University Man 10/1975-04/2023","17/12/2020","16.6"
"Haifa University 09/2004-04/2023","22/12/2020","7.9"
"Haifa University Man 10/1975-04/2023","22/12/2020","7.7"
"Haifa University 09/2004-04/2023","23/12/2020","5.0"
"Haifa University Man 10/1975-04/2023","23/12/2020","5.0"
"Haifa University 09/2004-04/2023","13/01/2021","6.6"
"Haifa University Man 10/1975-04/2023","13/01/2021","6.5"
"Haifa University 09/2004-04/2023","14/01/2021","27.0"
"Haifa University Man 10/1975-04/2023","14/01/2021","27.0"
"Haifa University 09/2004-04/2023","16/01/2021","26.6"
"Haifa University Man 10/1975-04/2023","16/01/2021","26.5"
"Haifa University 09/2004-04/2023","17/01/2021","21.5"
"Haifa University Man 10/1975-04/2023","17/01/2021","21.5"
"Haifa University 09/2004-04/2023","18/01/2021","5.3"
"Haifa University Man 10/1975-04/2023","18/01/2021","5.5"
"Haifa University 09/2004-04/2023","19/01/2021","56.4"
"Haifa University Man 10/1975-04/2023","19/01/2021","56.5"
"Haifa University 09/2004-04/2023","20/01/2021","2.3"
"Haifa University Man 10/1975-04/2023","20/01/2021","2.5"
"Haifa University 09/2004-04/2023","27/01/2021","0.1"
"Haifa University Man 10/1975-04/2023","27/01/2021","0.1"
"Haifa University 09/2004-04/2023","28/01/2021","11.6"
"Haifa University Man 10/1975-04/2023","28/01/2021","11.5"
"Haifa University 09/2004-04/2023","29/01/2021","10.4"
"Haifa University Man 10/1975-04/2023","29/01/2021","10.5"
"Haifa University 09/2004-04/2023","30/01/2021","7.3"
"Haifa University Man 10/1975-04/2023","30/01/2021","7.5"
"Haifa University 09/2004-04/2023","03/02/2021","0.3"
"Haifa University Man 10/1975-04/2023","03/02/2021","0.4"
"Haifa University 09/2004-04/2023","04/02/2021","8.8"
"Haifa University Man 10/1975-04/2023","04/02/2021","9.0"
"Haifa University 09/2004-04/2023","16/02/2021","26.8"
"Haifa University Man 10/1975-04/2023","16/02/2021","27.0"
"Haifa University 09/2004-04/2023","17/02/2021","37.9"
"Haifa University Man 10/1975-04/2023","17/02/2021","40.0"
"Haifa University 09/2004-04/2023","18/02/2021","8.4"
"Haifa University Man 10/1975-04/2023","18/02/2021","9.0"
"Haifa University 09/2004-04/2023","19/02/2021","11.5"
"Haifa University Man 10/1975-04/2023","19/02/2021","13.5"
"Haifa University 09/2004-04/2023","28/02/2021","2.3"
"Haifa University Man 10/1975-04/2023","28/02/2021","2.0"
"Haifa University 09/2004-04/2023","01/03/2021","0.4"
"Haifa University Man 10/1975-04/2023","01/03/2021","0.4"
"Haifa University 09/2004-04/2023","02/03/2021","0.2"
"Haifa University Man 10/1975-04/2023","02/03/2021","0.2"
"Haifa University 09/2004-04/2023","03/03/2021","5.9"
"Haifa University Man 10/1975-04/2023","03/03/2021","5.9"
"Haifa University 09/2004-04/2023","04/03/2021","1.2"
"Haifa University Man 10/1975-04/2023","04/03/2021","1.2"
"Haifa University 09/2004-04/2023","11/03/2021","7.4"
"Haifa University Man 10/1975-04/2023","11/03/2021","7.4"
"Haifa University 09/2004-04/2023","17/03/2021","0.2"
"Haifa University Man 10/1975-04/2023","17/03/2021","0.2"
"Haifa University 09/2004-04/2023","23/03/2021","1.3"
"Haifa University Man 10/1975-04/2023","23/03/2021","1.3"
"Haifa University 09/2004-04/2023","24/03/2021","4.8"
"Haifa University Man 10/1975-04/2023","24/03/2021","4.8"
"Haifa University 09/2004-04/2023","25/03/2021","5.4"
"Haifa University Man 10/1975-04/2023","25/03/2021","5.4"
"Haifa University 09/2004-04/2023","26/03/2021","1.2"
"Haifa University Man 10/1975-04/2023","26/03/2021","1.2"
"Haifa University 09/2004-04/2023","01/04/2021","11.2"
"Haifa University Man 10/1975-04/2023","01/04/2021","11.2"
"Haifa University 09/2004-04/2023","02/04/2021","8.2"
"Haifa University Man 10/1975-04/2023","02/04/2021","8.2"
"Haifa University 09/2004-04/2023","10/04/2021","4.7"
"Haifa University Man 10/1975-04/2023","10/04/2021","4.7"
"Haifa University 09/2004-04/2023","23/07/2021","0.2"
"Haifa University 09/2004-04/2023","23/09/2021","2.8"
"Haifa University Man 10/1975-04/2023","23/09/2021","2.8"
"Haifa University 09/2004-04/2023","11/10/2021","0.7"
"Haifa University Man 10/1975-04/2023","11/10/2021","0.7"
"Haifa University 09/2004-04/2023","12/10/2021","0.9"
"Haifa University Man 10/1975-04/2023","12/10/2021","0.9"
"Haifa University 09/2004-04/2023","18/10/2021","0.4"
"Haifa University Man 10/1975-04/2023","18/10/2021","0.4"
"Haifa University 09/2004-04/2023","31/10/2021","2.4"
"Haifa University Man 10/1975-04/2023","31/10/2021","2.4"
"Haifa University 09/2004-04/2023","18/11/2021","1.0"
"Haifa University Man 10/1975-04/2023","18/11/2021","2.0"
"Haifa University 09/2004-04/2023","19/11/2021","18.8"
"Haifa University Man 10/1975-04/2023","19/11/2021","19.0"
"Haifa University 09/2004-04/2023","20/11/2021","7.0"
"Haifa University Man 10/1975-04/2023","20/11/2021","7.4"
"Haifa University Man 10/1975-04/2023","21/11/2021","0.2"
"Haifa University 09/2004-04/2023","30/11/2021","9.9"
"Haifa University Man 10/1975-04/2023","30/11/2021","8.3"
"Haifa University 09/2004-04/2023","01/12/2021","1.2"
"Haifa University Man 10/1975-04/2023","01/12/2021","1.0"
"Haifa University 09/2004-04/2023","02/12/2021","0.3"
"Haifa University Man 10/1975-04/2023","02/12/2021","0.1"
"Haifa University 09/2004-04/2023","05/12/2021","7.3"
"Haifa University Man 10/1975-04/2023","05/12/2021","8.5"
"Haifa University 09/2004-04/2023","08/12/2021","13.9"
"Haifa University Man 10/1975-04/2023","08/12/2021","14.1"
"Haifa University 09/2004-04/2023","14/12/2021","17.4"
"Haifa University Man 10/1975-04/2023","14/12/2021","21.9"
"Haifa University 09/2004-04/2023","15/12/2021","2.0"
"Haifa University Man 10/1975-04/2023","15/12/2021","3.1"
"Haifa University 09/2004-04/2023","16/12/2021","19.5"
"Haifa University Man 10/1975-04/2023","16/12/2021","21.0"
"Haifa University 09/2004-04/2023","17/12/2021","36.9"
"Haifa University Man 10/1975-04/2023","17/12/2021","39.0"
"Haifa University 09/2004-04/2023","18/12/2021","11.1"
"Haifa University Man 10/1975-04/2023","18/12/2021","12.0"
"Haifa University 09/2004-04/2023","19/12/2021","4.1"
"Haifa University Man 10/1975-04/2023","19/12/2021","5.3"
"Haifa University 09/2004-04/2023","20/12/2021","63.1"
"Haifa University Man 10/1975-04/2023","20/12/2021","79.0"
"Haifa University 09/2004-04/2023","21/12/2021","6.6"
"Haifa University Man 10/1975-04/2023","21/12/2021","6.6"
"Haifa University 09/2004-04/2023","22/12/2021","12.0"
"Haifa University Man 10/1975-04/2023","22/12/2021","13.2"
"Haifa University 09/2004-04/2023","23/12/2021","6.0"
"Haifa University Man 10/1975-04/2023","23/12/2021","3.5"
"Haifa University 09/2004-04/2023","24/12/2021","1.6"
"Haifa University Man 10/1975-04/2023","24/12/2021","1.2"
"Haifa University 09/2004-04/2023","31/12/2021","5.6"
"Haifa University Man 10/1975-04/2023","31/12/2021","7.1"
"Haifa University 09/2004-04/2023","01/01/2022","0.1"
"Haifa University Man 10/1975-04/2023","01/01/2022","0.1"
"Haifa University 09/2004-04/2023","02/01/2022","3.2"
"Haifa University Man 10/1975-04/2023","02/01/2022","3.8"
"Haifa University 09/2004-04/2023","04/01/2022","1.3"
"Haifa University Man 10/1975-04/2023","04/01/2022","1.8"
"Haifa University 09/2004-04/2023","05/01/2022","0.3"
"Haifa University Man 10/1975-04/2023","05/01/2022","0.3"
"Haifa University 09/2004-04/2023","13/01/2022","38.2"
"Haifa University Man 10/1975-04/2023","13/01/2022","38.3"
"Haifa University 09/2004-04/2023","14/01/2022","15.2"
"Haifa University Man 10/1975-04/2023","14/01/2022","15.2"
"Haifa University 09/2004-04/2023","15/01/2022","28.5"
"Haifa University Man 10/1975-04/2023","15/01/2022","28.5"
"Haifa University 09/2004-04/2023","18/01/2022","12.4"
"Haifa University Man 10/1975-04/2023","18/01/2022","14.8"
"Haifa University 09/2004-04/2023","19/01/2022","6.4"
"Haifa University Man 10/1975-04/2023","19/01/2022","5.9"
"Haifa University 09/2004-04/2023","23/01/2022","28.7"
"Haifa University Man 10/1975-04/2023","23/01/2022","31.0"
"Haifa University 09/2004-04/2023","24/01/2022","1.1"
"Haifa University Man 10/1975-04/2023","24/01/2022","1.0"
"Haifa University 09/2004-04/2023","25/01/2022","28.1"
"Haifa University Man 10/1975-04/2023","25/01/2022","29.0"
"Haifa University 09/2004-04/2023","26/01/2022","45.4"
"Haifa University Man 10/1975-04/2023","26/01/2022","44.7"
"Haifa University 09/2004-04/2023","27/01/2022","5.7"
"Haifa University Man 10/1975-04/2023","27/01/2022","5.0"
"Haifa University 09/2004-04/2023","28/01/2022","28.4"
"Haifa University Man 10/1975-04/2023","28/01/2022","27.0"
"Haifa University 09/2004-04/2023","29/01/2022","0.7"
"Haifa University Man 10/1975-04/2023","29/01/2022","0.6"
"Haifa University 09/2004-04/2023","31/01/2022","9.3"
"Haifa University Man 10/1975-04/2023","31/01/2022","10.9"
"Haifa University 09/2004-04/2023","01/02/2022","0.7"
"Haifa University Man 10/1975-04/2023","01/02/2022","0.9"
"Haifa University 09/2004-04/2023","03/02/2022","0.3"
"Haifa University Man 10/1975-04/2023","03/02/2022","0.4"
"Haifa University 09/2004-04/2023","04/02/2022","19.1"
"Haifa University Man 10/1975-04/2023","04/02/2022","20.0"
"Haifa University 09/2004-04/2023","05/02/2022","3.2"
"Haifa University Man 10/1975-04/2023","05/02/2022","4.0"
"Haifa University 09/2004-04/2023","06/02/2022","2.7"
"Haifa University Man 10/1975-04/2023","06/02/2022","3.8"
"Haifa University Man 10/1975-04/2023","07/02/2022","0.1"
"Haifa University 09/2004-04/2023","09/02/2022","12.6"
"Haifa University Man 10/1975-04/2023","09/02/2022","13.2"
"Haifa University 09/2004-04/2023","10/02/2022","2.9"
"Haifa University Man 10/1975-04/2023","10/02/2022","2.6"
"Haifa University 09/2004-04/2023","19/02/2022","0.8"
"Haifa University Man 10/1975-04/2023","19/02/2022","0.9"
"Haifa University 09/2004-04/2023","24/02/2022","8.9"
"Haifa University Man 10/1975-04/2023","24/02/2022","9.0"
"Haifa University 09/2004-04/2023","25/02/2022","15.4"
"Haifa University Man 10/1975-04/2023","25/02/2022","23.1"
"Haifa University 09/2004-04/2023","26/02/2022","2.5"
"Haifa University Man 10/1975-04/2023","26/02/2022","3.0"
"Haifa University 09/2004-04/2023","02/03/2022","2.4"
"Haifa University Man 10/1975-04/2023","02/03/2022","2.0"
"Haifa University 09/2004-04/2023","03/03/2022","2.3"
"Haifa University Man 10/1975-04/2023","03/03/2022","1.7"
"Haifa University 09/2004-04/2023","08/03/2022","3.9"
"Haifa University Man 10/1975-04/2023","08/03/2022","4.0"
"Haifa University 09/2004-04/2023","09/03/2022","4.7"
"Haifa University Man 10/1975-04/2023","09/03/2022","4.5"
"Haifa University 09/2004-04/2023","10/03/2022","23.2"
"Haifa University Man 10/1975-04/2023","10/03/2022","23.0"
"Haifa University 09/2004-04/2023","11/03/2022","1.0"
"Haifa University Man 10/1975-04/2023","11/03/2022","1.0"
"Haifa University 09/2004-04/2023","12/03/2022","2.8"
"Haifa University Man 10/1975-04/2023","12/03/2022","2.0"
"Haifa University 09/2004-04/2023","13/03/2022","3.4"
"Haifa University Man 10/1975-04/2023","13/03/2022","3.3"
"Haifa University 09/2004-04/2023","14/03/2022","0.6"
"Haifa University Man 10/1975-04/2023","14/03/2022","0.7"
"Haifa University 09/2004-04/2023","15/03/2022","0.1"
"Haifa University Man 10/1975-04/2023","15/03/2022","0.1"
"Haifa University 09/2004-04/2023","17/03/2022","5.6"
"Haifa University Man 10/1975-04/2023","17/03/2022","5.5"
"Haifa University 09/2004-04/2023","18/03/2022","1.1"
"Haifa University Man 10/1975-04/2023","18/03/2022","1.1"
"Haifa University 09/2004-04/2023","22/03/2022","1.2"
"Haifa University Man 10/1975-04/2023","22/03/2022","1.0"
"Haifa University 09/2004-04/2023","23/03/2022","28.1"
"Haifa University Man 10/1975-04/2023","23/03/2022","31.1"
"Haifa University 09/2004-04/2023","24/03/2022","32.4"
"Haifa University Man 10/1975-04/2023","24/03/2022","32.9"
"Haifa University 09/2004-04/2023","19/04/2022","0.2"
"Haifa University Man 10/1975-04/2023","19/04/2022","0.3"
"Haifa University 09/2004-04/2023","05/05/2022","1.7"
"Haifa University Man 10/1975-04/2023","05/05/2022","1.3"
"Haifa University 09/2004-04/2023","25/10/2022","1.8"
"Haifa University Man 10/1975-04/2023","25/10/2022","2.3"
"Haifa University 09/2004-04/2023","26/10/2022","4.9"
"Haifa University Man 10/1975-04/2023","26/10/2022","8.6"
"Haifa University 09/2004-04/2023","07/11/2022","5.4"
"Haifa University Man 10/1975-04/2023","07/11/2022","6.0"
"Haifa University 09/2004-04/2023","08/11/2022","4.2"
"Haifa University Man 10/1975-04/2023","08/11/2022","4.9"
"Haifa University 09/2004-04/2023","10/11/2022","0.8"
"Haifa University Man 10/1975-04/2023","10/11/2022","0.5"
"Haifa University 09/2004-04/2023","15/11/2022","0.4"
"Haifa University Man 10/1975-04/2023","15/11/2022","0.4"
"Haifa University 09/2004-04/2023","16/11/2022","6.7"
"Haifa University Man 10/1975-04/2023","16/11/2022","7.9"
"Haifa University 09/2004-04/2023","24/11/2022","12.5"
"Haifa University Man 10/1975-04/2023","24/11/2022","12.8"
"Haifa University 09/2004-04/2023","25/11/2022","23.3"
"Haifa University Man 10/1975-04/2023","25/11/2022","24.0"
"Haifa University 09/2004-04/2023","29/11/2022","10.1"
"Haifa University Man 10/1975-04/2023","29/11/2022","9.7"
"Haifa University 09/2004-04/2023","14/12/2022","10.8"
"Haifa University Man 10/1975-04/2023","14/12/2022","12.1"
"Haifa University 09/2004-04/2023","21/12/2022","8.5"
"Haifa University Man 10/1975-04/2023","21/12/2022","9.5"
"Haifa University 09/2004-04/2023","24/12/2022","0.2"
"Haifa University Man 10/1975-04/2023","24/12/2022","0.2"
"Haifa University 09/2004-04/2023","25/12/2022","26.6"
"Haifa University Man 10/1975-04/2023","25/12/2022","26.7"
"Haifa University 09/2004-04/2023","26/12/2022","18.2"
"Haifa University Man 10/1975-04/2023","26/12/2022","19.0"
"Haifa University 09/2004-04/2023","03/01/2023","0.7"
"Haifa University Man 10/1975-04/2023","03/01/2023","1.5"
"Haifa University 09/2004-04/2023","05/01/2023","1.2"
"Haifa University Man 10/1975-04/2023","05/01/2023","1.2"
"Haifa University 09/2004-04/2023","06/01/2023","17.0"
"Haifa University Man 10/1975-04/2023","06/01/2023","16.0"
"Haifa University 09/2004-04/2023","07/01/2023","2.7"
"Haifa University Man 10/1975-04/2023","07/01/2023","2.5"
"Haifa University 09/2004-04/2023","12/01/2023","18.5"
"Haifa University Man 10/1975-04/2023","12/01/2023","21.0"
"Haifa University 09/2004-04/2023","13/01/2023","19.1"
"Haifa University Man 10/1975-04/2023","13/01/2023","21.0"
"Haifa University 09/2004-04/2023","14/01/2023","25.5"
"Haifa University Man 10/1975-04/2023","14/01/2023","29.9"
"Haifa University 09/2004-04/2023","15/01/2023","2.0"
"Haifa University Man 10/1975-04/2023","15/01/2023","1.9"
"Haifa University 09/2004-04/2023","16/01/2023","5.2"
"Haifa University Man 10/1975-04/2023","16/01/2023","7.0"
"Haifa University 09/2004-04/2023","30/01/2023","12.5"
"Haifa University Man 10/1975-04/2023","30/01/2023","14.5"
"Haifa University 09/2004-04/2023","31/01/2023","14.1"
"Haifa University Man 10/1975-04/2023","31/01/2023","14.0"
"Haifa University 09/2004-04/2023","01/02/2023","15.8"
"Haifa University Man 10/1975-04/2023","01/02/2023","17.3"
"Haifa University 09/2004-04/2023","02/02/2023","3.1"
"Haifa University Man 10/1975-04/2023","02/02/2023","3.3"
"Haifa University 09/2004-04/2023","03/02/2023","11.7"
"Haifa University Man 10/1975-04/2023","03/02/2023","12.5"
"Haifa University 09/2004-04/2023","04/02/2023","6.2"
"Haifa University Man 10/1975-04/2023","04/02/2023","6.5"
"Haifa University 09/2004-04/2023","05/02/2023","4.4"
"Haifa University Man 10/1975-04/2023","05/02/2023","4.8"
"Haifa University 09/2004-04/2023","06/02/2023","19.2"
"Haifa University Man 10/1975-04/2023","06/02/2023","22.1"
"Haifa University 09/2004-04/2023","07/02/2023","9.2"
"Haifa University Man 10/1975-04/2023","07/02/2023","7.6"
"Haifa University 09/2004-04/2023","11/02/2023","2.6"
"Haifa University Man 10/1975-04/2023","11/02/2023","2.5"
"Haifa University 09/2004-04/2023","15/02/2023","0.2"
"Haifa University Man 10/1975-04/2023","15/02/2023","0.2"
"Haifa University 09/2004-04/2023","13/03/2023","6.0"
"Haifa University Man 10/1975-04/2023","13/03/2023","5.4"
"Haifa University 09/2004-04/2023","14/03/2023","8.3"
"Haifa University Man 10/1975-04/2023","14/03/2023","10.5"
"Haifa University 09/2004-04/2023","15/03/2023","3.8"
"Haifa University Man 10/1975-04/2023","15/03/2023","4.2"
"Haifa University 09/2004-04/2023","18/03/2023","2.5"
"Haifa University Man 10/1975-04/2023","18/03/2023","2.9"
"Haifa University 09/2004-04/2023","19/03/2023","33.6"
"Haifa University Man 10/1975-04/2023","19/03/2023","35.4"
"Haifa University 09/2004-04/2023","20/03/2023","3.5"
"Haifa University Man 10/1975-04/2023","20/03/2023","3.9"
"Haifa University 09/2004-04/2023","24/03/2023","0.3"
"Haifa University Man 10/1975-04/2023","24/03/2023","0.3"
"Haifa University 09/2004-04/2023","25/03/2023","1.1"
"Haifa University Man 10/1975-04/2023","25/03/2023","1.1"
"Haifa University 09/2004-04/2023","30/03/2023","1.9"
"Haifa University Man 10/1975-04/2023","30/03/2023","2.3"
"Haifa University 09/2004-04/2023","10/04/2023","3.1"
"Haifa University Man 10/1975-04/2023","10/04/2023","3.5"
"Haifa University 09/2004-04/2023","11/04/2023","19.5"
"Haifa University Man 10/1975-04/2023","11/04/2023","20.0"
"Haifa University 09/2004-04/2023","12/04/2023","43.2"
"Haifa University Man 10/1975-04/2023","12/04/2023","47.0"
"Haifa University 09/2004-04/2023","13/04/2023","3.1"
"Haifa University Man 10/1975-04/2023","13/04/2023","5.0"
"Haifa University 09/2004-04/2023","19/04/2023","0.1"
"Haifa University Man 10/1975-04/2023","19/04/2023","0.1"
"Haifa University 09/2004-04/2023","28/04/2023","3.4"
"Haifa University Man 10/1975-04/2023","28/04/2023","4.6"
"Haifa University 09/2004-04/2023","29/04/2023","2.5"
"Haifa University Man 10/1975-04/2023","29/04/2023","3.0"
