"Station","date-","Maximum Temperature (°C)","Minimum Temperature (°C)"
"Haifa Technion 01/1995-04/2023","13/07/2005","30.9","22.4"
"Haifa Technion 01/1995-04/2023","14/07/2005","27.9","23.0"
"Haifa Technion 01/1995-04/2023","15/07/2005","27.2","22.4"
"Haifa Technion 01/1995-04/2023","16/07/2005","26.7","21.8"
"Haifa Technion 01/1995-04/2023","17/07/2005","27.2","21.3"
"Haifa Technion 01/1995-04/2023","18/07/2005","27.9","22.6"
"Haifa Technion 01/1995-04/2023","19/07/2005","29.4","22.0"
"Haifa Technion 01/1995-04/2023","20/07/2005","29.7","22.7"
"Haifa Technion 01/1995-04/2023","21/07/2005","29.4","22.6"
"Haifa Technion 01/1995-04/2023","22/07/2005","29.8","23.6"
"Haifa Technion 01/1995-04/2023","23/07/2005","27.6","23.4"
"Haifa Technion 01/1995-04/2023","24/07/2005","27.1","23.7"
"Haifa Technion 01/1995-04/2023","25/07/2005","27.8","23.5"
"Haifa Technion 01/1995-04/2023","26/07/2005","28.6","22.2"
"Haifa Technion 01/1995-04/2023","27/07/2005","28.4","23.3"
"Haifa Technion 01/1995-04/2023","28/07/2005","29.3","23.9"
"Haifa Technion 01/1995-04/2023","29/07/2005","28.8","23.4"
"Haifa Technion 01/1995-04/2023","30/07/2005","28.5","22.6"
"Haifa Technion 01/1995-04/2023","31/07/2005","28.1","21.5"
"Haifa Technion 01/1995-04/2023","01/08/2005","27.7","23.3"
"Haifa Technion 01/1995-04/2023","02/08/2005","28.5","24.4"
"Haifa Technion 01/1995-04/2023","03/08/2005","28.3","23.1"
"Haifa Technion 01/1995-04/2023","04/08/2005","29.6","23.3"
"Haifa Technion 01/1995-04/2023","05/08/2005","30.5","23.0"
"Haifa Technion 01/1995-04/2023","06/08/2005","30.7","22.7"
"Haifa Technion 01/1995-04/2023","07/08/2005","27.8","23.4"
"Haifa Technion 01/1995-04/2023","08/08/2005","27.3","23.9"
"Haifa Technion 01/1995-04/2023","09/08/2005","27.3","23.9"
"Haifa Technion 01/1995-04/2023","10/08/2005","27.0","23.8"
"Haifa Technion 01/1995-04/2023","11/08/2005","28.0","21.9"
"Haifa Technion 01/1995-04/2023","12/08/2005","27.8","22.3"
"Haifa Technion 01/1995-04/2023","13/08/2005","29.5","23.5"
"Haifa Technion 01/1995-04/2023","14/08/2005","31.3","24.1"
"Haifa Technion 01/1995-04/2023","15/08/2005","31.8","24.9"
"Haifa Technion 01/1995-04/2023","16/08/2005","30.8","23.9"
"Haifa Technion 01/1995-04/2023","17/08/2005","29.3","23.4"
"Haifa Technion 01/1995-04/2023","18/08/2005","29.5","23.3"
"Haifa Technion 01/1995-04/2023","19/08/2005","27.8","22.9"
"Haifa Technion 01/1995-04/2023","20/08/2005","27.4","21.2"
"Haifa Technion 01/1995-04/2023","21/08/2005","28.7","23.0"
"Haifa Technion 01/1995-04/2023","22/08/2005","28.8","22.8"
"Haifa Technion 01/1995-04/2023","23/08/2005","29.4","23.0"
"Haifa Technion 01/1995-04/2023","24/08/2005","29.6","22.2"
"Haifa Technion 01/1995-04/2023","25/08/2005","28.0","22.9"
"Haifa Technion 01/1995-04/2023","26/08/2005","27.7","22.3"
"Haifa Technion 01/1995-04/2023","27/08/2005","27.8","22.4"
"Haifa Technion 01/1995-04/2023","28/08/2005","27.7","22.2"
"Haifa Technion 01/1995-04/2023","29/08/2005","28.4","22.6"
"Haifa Technion 01/1995-04/2023","30/08/2005","28.7","23.5"
"Haifa Technion 01/1995-04/2023","31/08/2005","28.8","24.0"
"Haifa Technion 01/1995-04/2023","01/09/2005","28.8","23.8"
"Haifa Technion 01/1995-04/2023","02/09/2005","28.3","23.8"
"Haifa Technion 01/1995-04/2023","03/09/2005","28.1","24.3"
"Haifa Technion 01/1995-04/2023","04/09/2005","27.2","23.6"
"Haifa Technion 01/1995-04/2023","05/09/2005","27.8","20.7"
"Haifa Technion 01/1995-04/2023","06/09/2005","27.5","22.2"
"Haifa Technion 01/1995-04/2023","07/09/2005","28.8","22.8"
"Haifa Technion 01/1995-04/2023","08/09/2005","28.4","21.3"
"Haifa Technion 01/1995-04/2023","09/09/2005","27.5","21.2"
"Haifa Technion 01/1995-04/2023","10/09/2005","27.8","22.0"
"Haifa Technion 01/1995-04/2023","11/09/2005","27.5","21.6"
"Haifa Technion 01/1995-04/2023","12/09/2005","27.3","20.2"
"Haifa Technion 01/1995-04/2023","13/09/2005","28.8","20.4"
"Haifa Technion 01/1995-04/2023","14/09/2005","29.6","21.3"
"Haifa Technion 01/1995-04/2023","15/09/2005","28.5","21.0"
"Haifa Technion 01/1995-04/2023","16/09/2005","33.8","17.9"
"Haifa Technion 01/1995-04/2023","17/09/2005","28.8","22.9"
"Haifa Technion 01/1995-04/2023","18/09/2005","27.2","21.8"
"Haifa Technion 01/1995-04/2023","19/09/2005","27.0","22.3"
"Haifa Technion 01/1995-04/2023","20/09/2005","27.6","22.2"
"Haifa Technion 01/1995-04/2023","21/09/2005","31.4","21.9"
"Haifa Technion 01/1995-04/2023","22/09/2005","31.6","21.0"
"Haifa Technion 01/1995-04/2023","23/09/2005","26.9","22.1"
"Haifa Technion 01/1995-04/2023","24/09/2005","26.6","21.6"
"Haifa Technion 01/1995-04/2023","25/09/2005","26.8","21.0"
"Haifa Technion 01/1995-04/2023","26/09/2005","28.9","19.7"
"Haifa Technion 01/1995-04/2023","27/09/2005","26.8","22.7"
"Haifa Technion 01/1995-04/2023","28/09/2005","25.8","22.0"
"Haifa Technion 01/1995-04/2023","29/09/2005","26.2","21.7"
"Haifa Technion 01/1995-04/2023","30/09/2005","25.9","21.4"
"Haifa Technion 01/1995-04/2023","01/10/2005","26.2","19.5"
"Haifa Technion 01/1995-04/2023","02/10/2005","26.9","19.0"
"Haifa Technion 01/1995-04/2023","03/10/2005","31.0","19.8"
"Haifa Technion 01/1995-04/2023","04/10/2005","25.9","20.5"
"Haifa Technion 01/1995-04/2023","05/10/2005","26.1","19.8"
"Haifa Technion 01/1995-04/2023","06/10/2005","26.7","20.9"
"Haifa Technion 01/1995-04/2023","07/10/2005","26.4","19.6"
"Haifa Technion 01/1995-04/2023","08/10/2005","25.6","19.6"
"Haifa Technion 01/1995-04/2023","09/10/2005","25.3","19.1"
"Haifa Technion 01/1995-04/2023","10/10/2005","25.2","20.1"
"Haifa Technion 01/1995-04/2023","11/10/2005","25.1","19.6"
"Haifa Technion 01/1995-04/2023","12/10/2005","25.6","18.7"
"Haifa Technion 01/1995-04/2023","13/10/2005","26.7","21.9"
"Haifa Technion 01/1995-04/2023","14/10/2005","26.3","21.4"
"Haifa Technion 01/1995-04/2023","15/10/2005","24.5","18.9"
"Haifa Technion 01/1995-04/2023","16/10/2005","23.7","18.6"
"Haifa Technion 01/1995-04/2023","17/10/2005","23.3","18.5"
"Haifa Technion 01/1995-04/2023","18/10/2005","23.3","16.9"
"Haifa Technion 01/1995-04/2023","19/10/2005","21.8","17.1"
"Haifa Technion 01/1995-04/2023","20/10/2005","20.5","17.2"
"Haifa Technion 01/1995-04/2023","21/10/2005","21.2","14.2"
"Haifa Technion 01/1995-04/2023","22/10/2005","22.7","13.8"
"Haifa Technion 01/1995-04/2023","23/10/2005","27.0","17.1"
"Haifa Technion 01/1995-04/2023","24/10/2005","28.0","19.1"
"Haifa Technion 01/1995-04/2023","25/10/2005","24.6","17.2"
"Haifa Technion 01/1995-04/2023","26/10/2005","28.0","17.3"
"Haifa Technion 01/1995-04/2023","27/10/2005","28.8","19.8"
"Haifa Technion 01/1995-04/2023","28/10/2005","26.9","16.7"
"Haifa Technion 01/1995-04/2023","29/10/2005","22.5","17.4"
"Haifa Technion 01/1995-04/2023","30/10/2005","21.8","15.7"
"Haifa Technion 01/1995-04/2023","31/10/2005","18.5","13.5"
"Haifa Technion 01/1995-04/2023","01/11/2005","20.1","12.6"
"Haifa Technion 01/1995-04/2023","02/11/2005","19.8","14.8"
"Haifa Technion 01/1995-04/2023","03/11/2005","19.8","15.4"
"Haifa Technion 01/1995-04/2023","04/11/2005","18.3","14.8"
"Haifa Technion 01/1995-04/2023","05/11/2005","19.0","14.4"
"Haifa Technion 01/1995-04/2023","06/11/2005","19.2","13.8"
"Haifa Technion 01/1995-04/2023","07/11/2005","18.1","14.1"
"Haifa Technion 01/1995-04/2023","08/11/2005","19.2","12.9"
"Haifa Technion 01/1995-04/2023","09/11/2005","19.6","13.2"
"Haifa Technion 01/1995-04/2023","10/11/2005","22.7","13.8"
"Haifa Technion 01/1995-04/2023","11/11/2005","21.6","15.5"
"Haifa Technion 01/1995-04/2023","12/11/2005","21.1","12.8"
"Haifa Technion 01/1995-04/2023","13/11/2005","22.5","13.3"
"Haifa Technion 01/1995-04/2023","14/11/2005","24.0","15.3"
"Haifa Technion 01/1995-04/2023","15/11/2005","22.4","14.7"
"Haifa Technion 01/1995-04/2023","16/11/2005","19.8","14.7"
"Haifa Technion 01/1995-04/2023","17/11/2005","20.7","12.9"
"Haifa Technion 01/1995-04/2023","18/11/2005","22.3","14.8"
"Haifa Technion 01/1995-04/2023","19/11/2005","20.3","15.1"
"Haifa Technion 01/1995-04/2023","20/11/2005","19.7","16.0"
"Haifa Technion 01/1995-04/2023","21/11/2005","18.8","12.7"
"Haifa Technion 01/1995-04/2023","22/11/2005","16.2","9.9"
"Haifa Technion 01/1995-04/2023","23/11/2005","18.1","9.6"
"Haifa Technion 01/1995-04/2023","24/11/2005","19.9","13.2"
"Haifa Technion 01/1995-04/2023","25/11/2005","22.4","14.2"
"Haifa Technion 01/1995-04/2023","26/11/2005","24.8","16.9"
"Haifa Technion 01/1995-04/2023","27/11/2005","25.5","20.3"
"Haifa Technion 01/1995-04/2023","28/11/2005","28.1","21.3"
"Haifa Technion 01/1995-04/2023","29/11/2005","27.8","19.6"
"Haifa Technion 01/1995-04/2023","30/11/2005","21.4","14.6"
"Haifa Technion 01/1995-04/2023","01/12/2005","19.4","12.8"
"Haifa Technion 01/1995-04/2023","02/12/2005","24.5","13.3"
"Haifa Technion 01/1995-04/2023","03/12/2005","25.4","20.5"
"Haifa Technion 01/1995-04/2023","04/12/2005","23.8","15.6"
"Haifa Technion 01/1995-04/2023","05/12/2005","18.5","14.9"
"Haifa Technion 01/1995-04/2023","06/12/2005","18.2","12.8"
"Haifa Technion 01/1995-04/2023","07/12/2005","24.7","12.6"
"Haifa Technion 01/1995-04/2023","08/12/2005","26.5","18.4"
"Haifa Technion 01/1995-04/2023","09/12/2005","21.6","16.0"
"Haifa Technion 01/1995-04/2023","10/12/2005","24.9","14.1"
"Haifa Technion 01/1995-04/2023","11/12/2005","24.4","15.1"
"Haifa Technion 01/1995-04/2023","12/12/2005","21.1","14.6"
"Haifa Technion 01/1995-04/2023","13/12/2005","22.8","14.0"
"Haifa Technion 01/1995-04/2023","14/12/2005","25.2","16.7"
"Haifa Technion 01/1995-04/2023","15/12/2005","20.6","16.7"
"Haifa Technion 01/1995-04/2023","16/12/2005","16.8","12.1"
"Haifa Technion 01/1995-04/2023","17/12/2005","15.3","11.4"
"Haifa Technion 01/1995-04/2023","18/12/2005","17.7","12.1"
"Haifa Technion 01/1995-04/2023","19/12/2005","17.5","11.6"
"Haifa Technion 01/1995-04/2023","20/12/2005","14.5","11.5"
"Haifa Technion 01/1995-04/2023","21/12/2005","14.4","11.4"
"Haifa Technion 01/1995-04/2023","22/12/2005","15.3","11.1"
"Haifa Technion 01/1995-04/2023","23/12/2005","14.5","10.3"
"Haifa Technion 01/1995-04/2023","24/12/2005","10.7","8.2"
"Haifa Technion 01/1995-04/2023","25/12/2005","10.9","6.7"
"Haifa Technion 01/1995-04/2023","26/12/2005","14.1","9.6"
"Haifa Technion 01/1995-04/2023","27/12/2005","14.2","7.6"
"Haifa Technion 01/1995-04/2023","28/12/2005","14.7","9.1"
"Haifa Technion 01/1995-04/2023","29/12/2005","15.0","10.1"
"Haifa Technion 01/1995-04/2023","30/12/2005","16.7","10.4"
"Haifa Technion 01/1995-04/2023","31/12/2005","17.9","12.8"
"Haifa Technion 01/1995-04/2023","01/01/2006","17.4","13.5"
"Haifa Technion 01/1995-04/2023","02/01/2006","20.4","13.1"
"Haifa Technion 01/1995-04/2023","03/01/2006","18.6","13.1"
"Haifa Technion 01/1995-04/2023","04/01/2006","17.0","13.4"
"Haifa Technion 01/1995-04/2023","05/01/2006","20.6","14.5"
"Haifa Technion 01/1995-04/2023","06/01/2006","20.5","13.4"
"Haifa Technion 01/1995-04/2023","07/01/2006","16.0","12.5"
"Haifa Technion 01/1995-04/2023","08/01/2006","14.9","10.4"
"Haifa Technion 01/1995-04/2023","09/01/2006","14.7","9.6"
"Haifa Technion 01/1995-04/2023","10/01/2006","13.9","8.0"
"Haifa Technion 01/1995-04/2023","11/01/2006","10.7","8.1"
"Haifa Technion 01/1995-04/2023","12/01/2006","12.7","9.2"
"Haifa Technion 01/1995-04/2023","13/01/2006","12.6","7.5"
"Haifa Technion 01/1995-04/2023","14/01/2006","10.1","7.0"
"Haifa Technion 01/1995-04/2023","15/01/2006","13.0","6.8"
"Haifa Technion 01/1995-04/2023","16/01/2006","14.7","6.8"
"Haifa Technion 01/1995-04/2023","17/01/2006","13.4","7.4"
"Haifa Technion 01/1995-04/2023","18/01/2006","14.3","8.3"
"Haifa Technion 01/1995-04/2023","19/01/2006","15.3","10.2"
"Haifa Technion 01/1995-04/2023","20/01/2006","15.0","8.7"
"Haifa Technion 01/1995-04/2023","21/01/2006","14.4","9.6"
"Haifa Technion 01/1995-04/2023","22/01/2006","15.8","8.3"
"Haifa Technion 01/1995-04/2023","23/01/2006","17.2","13.4"
"Haifa Technion 01/1995-04/2023","24/01/2006","16.6","11.2"
"Haifa Technion 01/1995-04/2023","25/01/2006","15.6","10.4"
"Haifa Technion 01/1995-04/2023","26/01/2006","13.7","9.2"
"Haifa Technion 01/1995-04/2023","27/01/2006","12.8","9.6"
"Haifa Technion 01/1995-04/2023","28/01/2006","13.3","9.5"
"Haifa Technion 01/1995-04/2023","29/01/2006","12.9","6.8"
"Haifa Technion 01/1995-04/2023","30/01/2006","13.8","7.4"
"Haifa Technion 01/1995-04/2023","31/01/2006","15.4","6.9"
"Haifa Technion 01/1995-04/2023","01/02/2006","16.9","9.3"
"Haifa Technion 01/1995-04/2023","02/02/2006","17.2","14.7"
"Haifa Technion 01/1995-04/2023","03/02/2006","15.7","10.7"
"Haifa Technion 01/1995-04/2023","04/02/2006","15.5","12.2"
"Haifa Technion 01/1995-04/2023","05/02/2006","18.2","9.6"
"Haifa Technion 01/1995-04/2023","06/02/2006","17.4","11.0"
"Haifa Technion 01/1995-04/2023","07/02/2006","18.9","9.6"
"Haifa Technion 01/1995-04/2023","08/02/2006","17.5","8.9"
"Haifa Technion 01/1995-04/2023","09/02/2006","12.8","6.3"
"Haifa Technion 01/1995-04/2023","10/02/2006","14.2","8.6"
"Haifa Technion 01/1995-04/2023","11/02/2006","16.8","9.4"
"Haifa Technion 01/1995-04/2023","12/02/2006","14.9","9.8"
"Haifa Technion 01/1995-04/2023","13/02/2006","15.3","10.0"
"Haifa Technion 01/1995-04/2023","14/02/2006","14.7","8.5"
"Haifa Technion 01/1995-04/2023","15/02/2006","11.4","7.5"
"Haifa Technion 01/1995-04/2023","16/02/2006","11.2","5.6"
"Haifa Technion 01/1995-04/2023","17/02/2006","12.4","7.5"
"Haifa Technion 01/1995-04/2023","18/02/2006","16.1","7.7"
"Haifa Technion 01/1995-04/2023","19/02/2006","17.0","10.6"
"Haifa Technion 01/1995-04/2023","20/02/2006","20.1","12.4"
"Haifa Technion 01/1995-04/2023","21/02/2006","17.1","11.2"
"Haifa Technion 01/1995-04/2023","22/02/2006","16.1","10.7"
"Haifa Technion 01/1995-04/2023","23/02/2006","21.6","11.0"
"Haifa Technion 01/1995-04/2023","24/02/2006","23.1","12.5"
"Haifa Technion 01/1995-04/2023","25/02/2006","21.1","14.2"
"Haifa Technion 01/1995-04/2023","26/02/2006","16.7","12.4"
"Haifa Technion 01/1995-04/2023","27/02/2006","17.0","10.7"
"Haifa Technion 01/1995-04/2023","28/02/2006","19.8","9.7"
"Haifa Technion 01/1995-04/2023","01/03/2006","20.5","13.5"
"Haifa Technion 01/1995-04/2023","02/03/2006","16.8","11.6"
"Haifa Technion 01/1995-04/2023","03/03/2006","18.0","10.8"
"Haifa Technion 01/1995-04/2023","04/03/2006","19.3","10.8"
"Haifa Technion 01/1995-04/2023","05/03/2006","16.5","10.3"
"Haifa Technion 01/1995-04/2023","06/03/2006","17.1","10.1"
"Haifa Technion 01/1995-04/2023","07/03/2006","24.1","11.4"
"Haifa Technion 01/1995-04/2023","08/03/2006","25.7","13.3"
"Haifa Technion 01/1995-04/2023","09/03/2006","14.2","7.7"
"Haifa Technion 01/1995-04/2023","10/03/2006","13.8","10.2"
"Haifa Technion 01/1995-04/2023","11/03/2006","16.2","8.6"
"Haifa Technion 01/1995-04/2023","12/03/2006","23.3","10.4"
"Haifa Technion 01/1995-04/2023","13/03/2006","22.1","13.3"
"Haifa Technion 01/1995-04/2023","14/03/2006","20.3","11.2"
"Haifa Technion 01/1995-04/2023","15/03/2006","16.7","12.2"
"Haifa Technion 01/1995-04/2023","16/03/2006","15.5","9.4"
"Haifa Technion 01/1995-04/2023","17/03/2006","16.3","10.9"
"Haifa Technion 01/1995-04/2023","18/03/2006","15.9","10.7"
"Haifa Technion 01/1995-04/2023","19/03/2006","22.2","9.9"
"Haifa Technion 01/1995-04/2023","20/03/2006","16.5","13.1"
"Haifa Technion 01/1995-04/2023","21/03/2006","24.3","12.2"
"Haifa Technion 01/1995-04/2023","22/03/2006","19.1","14.1"
"Haifa Technion 01/1995-04/2023","23/03/2006","25.5","10.8"
"Haifa Technion 01/1995-04/2023","24/03/2006","28.3","14.9"
"Haifa Technion 01/1995-04/2023","25/03/2006","16.3","13.4"
"Haifa Technion 01/1995-04/2023","26/03/2006","17.2","13.0"
"Haifa Technion 01/1995-04/2023","27/03/2006","17.2","11.0"
"Haifa Technion 01/1995-04/2023","28/03/2006","16.3","11.5"
"Haifa Technion 01/1995-04/2023","29/03/2006","16.6","13.8"
"Haifa Technion 01/1995-04/2023","30/03/2006","17.9","12.7"
"Haifa Technion 01/1995-04/2023","31/03/2006","22.8","10.0"
"Haifa Technion 01/1995-04/2023","01/04/2006","16.2","12.8"
"Haifa Technion 01/1995-04/2023","02/04/2006","16.5","11.7"
"Haifa Technion 01/1995-04/2023","03/04/2006","16.9","13.6"
"Haifa Technion 01/1995-04/2023","04/04/2006","20.0","10.2"
"Haifa Technion 01/1995-04/2023","05/04/2006","16.5","11.3"
"Haifa Technion 01/1995-04/2023","06/04/2006","17.1","11.9"
"Haifa Technion 01/1995-04/2023","07/04/2006","19.6","11.7"
"Haifa Technion 01/1995-04/2023","08/04/2006","27.0","11.1"
"Haifa Technion 01/1995-04/2023","09/04/2006","24.8","15.3"
"Haifa Technion 01/1995-04/2023","10/04/2006","17.9","13.9"
"Haifa Technion 01/1995-04/2023","11/04/2006","17.4","12.6"
"Haifa Technion 01/1995-04/2023","12/04/2006","18.3","12.5"
"Haifa Technion 01/1995-04/2023","13/04/2006","27.8","12.2"
"Haifa Technion 01/1995-04/2023","14/04/2006","35.0","17.1"
"Haifa Technion 01/1995-04/2023","15/04/2006","29.0","14.1"
"Haifa Technion 01/1995-04/2023","16/04/2006","16.6","12.2"
"Haifa Technion 01/1995-04/2023","17/04/2006","18.5","12.4"
"Haifa Technion 01/1995-04/2023","18/04/2006","20.7","12.6"
"Haifa Technion 01/1995-04/2023","19/04/2006","23.8","12.3"
"Haifa Technion 01/1995-04/2023","20/04/2006","31.8","16.9"
"Haifa Technion 01/1995-04/2023","21/04/2006","22.2","14.9"
"Haifa Technion 01/1995-04/2023","22/04/2006","28.8","13.9"
"Haifa Technion 01/1995-04/2023","23/04/2006","30.6","16.5"
"Haifa Technion 01/1995-04/2023","24/04/2006","17.3","13.2"
"Haifa Technion 01/1995-04/2023","25/04/2006","18.1","14.5"
"Haifa Technion 01/1995-04/2023","26/04/2006","19.5","13.1"
"Haifa Technion 01/1995-04/2023","27/04/2006","19.8","11.0"
"Haifa Technion 01/1995-04/2023","28/04/2006","24.1","12.0"
"Haifa Technion 01/1995-04/2023","29/04/2006","30.2","18.7"
"Haifa Technion 01/1995-04/2023","30/04/2006","20.2","15.9"
"Haifa Technion 01/1995-04/2023","01/05/2006","21.3","13.3"
"Haifa Technion 01/1995-04/2023","02/05/2006","23.1","15.7"
"Haifa Technion 01/1995-04/2023","03/05/2006","19.5","14.1"
"Haifa Technion 01/1995-04/2023","04/05/2006","22.8","12.4"
"Haifa Technion 01/1995-04/2023","05/05/2006","19.6","13.2"
"Haifa Technion 01/1995-04/2023","06/05/2006","22.8","13.6"
"Haifa Technion 01/1995-04/2023","07/05/2006","32.0","17.9"
"Haifa Technion 01/1995-04/2023","08/05/2006","19.6","15.1"
"Haifa Technion 01/1995-04/2023","09/05/2006","19.2","13.9"
"Haifa Technion 01/1995-04/2023","10/05/2006","19.5","13.2"
"Haifa Technion 01/1995-04/2023","11/05/2006","20.0","13.9"
"Haifa Technion 01/1995-04/2023","12/05/2006","22.0","15.9"
"Haifa Technion 01/1995-04/2023","13/05/2006","24.6","16.3"
"Haifa Technion 01/1995-04/2023","14/05/2006","25.7","15.6"
"Haifa Technion 01/1995-04/2023","15/05/2006","21.4","16.1"
"Haifa Technion 01/1995-04/2023","16/05/2006","19.9","14.6"
"Haifa Technion 01/1995-04/2023","17/05/2006","20.3","15.5"
"Haifa Technion 01/1995-04/2023","18/05/2006","20.8","15.6"
"Haifa Technion 01/1995-04/2023","19/05/2006","22.3","14.4"
"Haifa Technion 01/1995-04/2023","20/05/2006","21.2","16.0"
"Haifa Technion 01/1995-04/2023","21/05/2006","22.3","16.4"
"Haifa Technion 01/1995-04/2023","22/05/2006","22.8","16.8"
"Haifa Technion 01/1995-04/2023","23/05/2006","25.2","16.3"
"Haifa Technion 01/1995-04/2023","24/05/2006","26.7","18.4"
"Haifa Technion 01/1995-04/2023","25/05/2006","30.5","20.6"
"Haifa Technion 01/1995-04/2023","26/05/2006","29.0","21.3"
"Haifa Technion 01/1995-04/2023","27/05/2006","27.5","18.7"
"Haifa Technion 01/1995-04/2023","28/05/2006","25.4","17.4"
"Haifa Technion 01/1995-04/2023","29/05/2006","25.0","17.1"
"Haifa Technion 01/1995-04/2023","30/05/2006","25.3","19.1"
"Haifa Technion 01/1995-04/2023","31/05/2006","26.9","19.6"
"Haifa Technion 01/1995-04/2023","01/06/2006","25.2","20.0"
"Haifa Technion 01/1995-04/2023","02/06/2006","25.9","20.1"
"Haifa Technion 01/1995-04/2023","03/06/2006","30.9","18.8"
"Haifa Technion 01/1995-04/2023","04/06/2006","32.1","22.2"
"Haifa Technion 01/1995-04/2023","05/06/2006","32.7","23.5"
"Haifa Technion 01/1995-04/2023","06/06/2006","31.9","23.3"
"Haifa Technion 01/1995-04/2023","07/06/2006","25.4","21.0"
"Haifa Technion 01/1995-04/2023","08/06/2006","25.2","18.8"
"Haifa Technion 01/1995-04/2023","09/06/2006","23.8","18.2"
"Haifa Technion 01/1995-04/2023","10/06/2006","24.4","18.8"
"Haifa Technion 01/1995-04/2023","11/06/2006","23.4","19.2"
"Haifa Technion 01/1995-04/2023","12/06/2006","24.9","19.3"
"Haifa Technion 01/1995-04/2023","13/06/2006","27.9","19.3"
"Haifa Technion 01/1995-04/2023","14/06/2006","26.6","19.8"
"Haifa Technion 01/1995-04/2023","15/06/2006","24.2","18.8"
"Haifa Technion 01/1995-04/2023","16/06/2006","24.8","18.3"
"Haifa Technion 01/1995-04/2023","17/06/2006","24.2","18.6"
"Haifa Technion 01/1995-04/2023","18/06/2006","25.4","19.6"
"Haifa Technion 01/1995-04/2023","19/06/2006","28.4","21.4"
"Haifa Technion 01/1995-04/2023","20/06/2006","27.2","21.3"
"Haifa Technion 01/1995-04/2023","21/06/2006","29.5","19.4"
"Haifa Technion 01/1995-04/2023","22/06/2006","27.2","19.9"
"Haifa Technion 01/1995-04/2023","23/06/2006","26.9","20.0"
"Haifa Technion 01/1995-04/2023","24/06/2006","28.4","21.0"
"Haifa Technion 01/1995-04/2023","25/06/2006","28.4","21.3"
"Haifa Technion 01/1995-04/2023","26/06/2006","27.6","20.6"
"Haifa Technion 01/1995-04/2023","27/06/2006","26.2","21.8"
"Haifa Technion 01/1995-04/2023","28/06/2006","26.7","20.6"
"Haifa Technion 01/1995-04/2023","29/06/2006","27.7","21.4"
"Haifa Technion 01/1995-04/2023","30/06/2006","26.7","21.7"
